genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;441;IT;86;Nacional;2;Gerente;Full time;Generalista;1;2;1;2;170000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Abono de celular, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;35;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.2;2262;4;No,  pero escucho ofertas;Bono;Dinamico;Si tenia hijos o pensaba tenerlos;NA;Computadora / Laptop;3;1;Más de 30
Femenino;No;38;No tengo ninguna discapacidad;Maestría en curso;Contador Público;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;442;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";1000;Multinacional;15;Analista;Full time;Administración de personal;0;2;2;12;90000;Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;13;Febrero;No;Nexus;Recursos Humanos;Si, está permitido;No;0;600;3;No,  pero escucho ofertas;Home office;Conservador;Que animal sería;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2;0;Entre 11 y 20
Femenino;No;42;No tengo ninguna discapacidad;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Ciudad Autónoma de Buenos Aires;Centro;443;"Textiles; vestido; cuero; calzado";270;Multinacional;3;Administrativo;Full time;Administración de personal;0;4;4;4;42000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Bejerman;Recursos Humanos;Si, está permitido;No;0;5000;1;Sí, activamente;Aumentos;Ser humano;Como tenes las manos?;No;No me enviaron ni reintegraron nada;2;0;Sin aumentos
Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;444;"Textiles; vestido; cuero; calzado";350;Nacional;2;Responsable;Full time;Generalista;0;1;1;7;40000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Enero;Si, en proyectos ad honorem;I check;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Femenino;Si;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Buenos Aires;Centro;445;Otros;1500;Nacional;5;Analista;Full time;Generalista;0;0;0;3;42000;Medicina prepaga / Plan de salud, Home office;No recibo bono;No tuve ajustes;0;Enero;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0;200;3;No,  pero escucho ofertas;Charter, home office, descuentos;Intermediario;NA;Voy rotando entre la oficina y el trabajo;Abono de celular;3;0;Sin aumentos
Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;Lic. En nutricion;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;446;Otros;350;Nacional;6;Analista;Full time;Administración de personal;0;2;2;6;52000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;10;Marzo;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0;2500;1;Sí, activamente;Home office, prepaga, comedor;Justicia;Sobre hijos;Si;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
Femenino;No;48;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;447;IT;9;Multinacional;2;Analista;Full time;Generalista;0;2;2;30;49000;Home office;No recibo bono;No tuve ajustes;12;Marzo;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Masculino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;448;Servicios de salud;1000;Nacional;7;Responsable;Full time;Payroll / Liquidación de sueldos;0;15;15;17;130000;Frutas y snacks;No recibo bono;1 solo;30;Septiembre;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;0;3;No,  pero escucho ofertas;Mas home Office;Nexo;Como te ves trabajando con monjas;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;1;Entre 21 y 30
Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;449;Comercio;500;Nacional;7;Responsable;Full time;Capacitación y desarrollo;0;6;0;9;60000;Medicina prepaga / Plan de salud, Home office, 3 días libres al año, 1 día de cumpleaños;No recibo bono;No tuve ajustes;0;Enero;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0;8000;3;Sí, activamente;Sueldo competitivo. 21 días de vacaciones desde que entras a la compañia. Horario flexible. Idiomas.;Talento;Pregunta no.. pero si me ha sucedido que durante la entrevista, la persona me dijo que creía que había olvidado las luces del auto prendida, que quería ir a chequearlo, y después nunca más volvió.;Si;No me enviaron ni reintegraron nada;3;1;Sin aumentos
Masculino;No;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;450;IT;65;Nacional;2;HRBP;Full time;Generalista;0;1;1;6;90000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Idiomas, Home office;No recibo bono;3 o más ajustes;38;Septiembre;No;No tenemos sistema de gestión;People;Si, está permitido;No;0;9000;5;No estoy buscando cambiar;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica;4;0;Más de 30
Masculino;Si;41;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;451;IT;2000;Multinacional;20;Analista;Full time;Payroll / Liquidación de sueldos;0;2;2;20;79000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;No recibo bono;2 ajustes;20;Octubre;No;Workday;Recursos Humanos;Si, está permitido;No;0;480;3;Sí, activamente;Comedor pago, actualmente lo tenemos con descuento;Relaciones;N/A;Si;Computadora / Laptop, No me enviaron ni reintegraron nada;3;0;Entre 11 y 20
Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;452;Otros;11000;Multinacional;12;Analista;Full time;Payroll / Liquidación de sueldos;0;1.5;1.5;5;51230;Medicina prepaga / Plan de salud, Frutas y snacks;No recibo bono;2 ajustes;18;Septiembre;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;500;2;Sí, activamente;Home office, decuentos para estudiar idioma;Apoyo;Si tengo hijos/ pareja;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;1;0;Entre 11 y 20
Masculino;No;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;453;"Alimentación; bebidas; tabaco";140;Multinacional;2;Jefe;Full time;Relaciones laborales;2;2;2;10;162313;Medicina prepaga / Plan de salud, Horarios flexibles, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;2 ajustes;38;Octubre;Si, en emprendimiento no relacionado con RRHH;RH Pro;Recursos Humanos;Si, está permitido;Si;0.3;5500;4;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Kit sanitizante;4;1;Más de 30
Femenino;No;35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;454;IT;300;Multinacional;9;Analista;Full time;Reclutamiento y selección;0;1;9;9;80000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Abono de celular, Idiomas, Home office;No recibo bono;1 solo;20;Mayo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.4;30000;4;No estoy buscando cambiar;bono, gimnasio, comedor;Oportunidades;ninguna;Si;Computadora / Laptop, Abono de celular;4;0;Entre 11 y 20
Femenino;No;36;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Buenos Aires;Centro;455;Comercio;200;Nacional;1;Responsable;Full time;Administración de personal;0;3;2;746;46000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;12;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;456;Servicios de salud;250;Nacional;3;Analista;Full time;Generalista;0;0;0;4;60000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;No;NA;900;3;No,  pero escucho ofertas;Home Office, día de cumpleaños, almuerzo, break para descontracturar,prepaga, descuentos para seguir estudiando, días por trámite;Humanos;Que pretende usted de mi  =);No;No estoy trabajando en home office;2;0;Sin aumentos
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Santa Fe;Patagonia;457;Otros;176;Nacional;1;Gerente;Full time;Administración de personal;0;3;2;5;70000;Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Préstamos, Combustible, Home office, Charter / Servicio de transporte, Descuentos en compra de perfumería,medicamentos y dermocosmeticamética;No recibo bono;No tuve ajustes;20;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;0;5;No,  pero escucho ofertas;NA;Gratificación;Me consultaron si una vez a la semana podía ausentarse dos horas de la jornada,para jugar al fútbol.;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Abono de celular, Abono de internet;5;1;Entre 11 y 20
Masculino;No;23;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;458;IT;9000;Multinacional;60;Analista;Full time;Reclutamiento y selección;0;1;1;3;53000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Gimnasio, Frutas y snacks, Abono de internet, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;3 o más ajustes;30;Octubre;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0.7;5000;4;No,  pero escucho ofertas;NA;Pasión;Que aplicación soy;Si;Computadora / Laptop, Abono de internet;3;0;Entre 21 y 30
Femenino;No;26;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;459;"Bancos; banca online;";10000;Nacional;120;Analista;Full time;Administración de personal;0;4;2;3;92000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Préstamos;Un sueldo;2 ajustes;30;Julio;No;Meta4;Recursos Humanos;Si, está permitido;No;0;400;2;No,  pero escucho ofertas;home office minimo 3 días a la semana (en contexto normal sin covid);-;-;Si;No me enviaron ni reintegraron nada;2;0;Entre 21 y 30
Masculino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Neuquén;Patagonia;460;Construcción;5000;Nacional;30;Analista;Full time;Generalista;1;1;1;5;160000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Abono de internet, Préstamos, Home office, Comedor / Almuerzos, Charter / Servicio de transporte;Un sueldo;2 ajustes;22;Octubre;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;500;3;No,  pero escucho ofertas;Desarrollo;Crecimiento;No recuerdo;Si;Computadora / Laptop, Abono de celular, Abono de internet;2;0;Entre 21 y 30
Masculino;No;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;461;"Servicios públicos (agua;gas; electricidad)";500;Multinacional;5;HRBP;Full time;Payroll / Liquidación de sueldos;0;2;2;5;65000;Medicina prepaga / Plan de salud, Préstamos;No recibo bono;2 ajustes;17;Julio;No;Bejerman;Recursos Humanos;Si, está permitido;No;0;900;3;Sí, activamente;Homeoffice y capacitación;Empatia;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1;0;Entre 11 y 20
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;462;"Servicios públicos (agua;gas; electricidad)";5000;Nacional;70;Analista;Full time;Administración de personal;0;2;2;5;60;Medicina prepaga / Plan de salud, Tarjeta de descuento, Gimnasio, Abono de celular;Un sueldo;1 solo;28;Diciembre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 21 y 30
Femenino;No;33;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;463;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";300;Nacional;2;Responsable;Full time;Generalista;1;15;7;14;54000;Horarios flexibles, Abono de celular;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;5500;3;Sí, activamente;Pre paga;Capital;Como hice para aprender todo;NA;NA;NA;1;Sin aumentos
Masculino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;464;Comercio;3000;Nacional;20;Analista;Full time;Reclutamiento y selección;0;0;0;5;75000;Horarios flexibles, Gimnasio, Abono de celular;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;3950;4;No estoy buscando cambiar;Home office, prepaga, vacaciones adicionales.;Humanos;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de celular;4;0;Sin aumentos
Femenino;No;24;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;465;Hotelería, restauración, turismo;180;Nacional;2;Administrativo;Full time;Generalista;0;2;2;2;36000;Medicina prepaga / Plan de salud, Licencias extendidas, Reintegros en capacitación, Idiomas, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;RH Pro;Recursos Humanos;No, está prohibido;Si;0;500;3;Sí, activamente;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;2;0;Sin aumentos
Femenino;No;32;No tengo ninguna discapacidad;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Santa Fe;Patagonia;466;IT;250;Multinacional;10;HRBP;Full time;Comunicación interna;0;2;2;5;82000;Medicina prepaga / Plan de salud, Gimnasio, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;23;Julio;Si, en emprendimiento no relacionado con RRHH;Oracle HCM;people development, recruitment and communications;Si, está permitido;Si;0.5;900;4;No,  pero escucho ofertas;gift cards de supermercados, pago de internet, bono anual en funcipon de desempeño;soporte;no recuerdo;NA;NA;NA;0;Entre 21 y 30
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;467;Servicios de salud;100;Nacional;4;Analista;Full time;Generalista;0;1;1;5;68312.3;Horarios flexibles, Home office, Comedor / Almuerzos, 2 días de la empresa al año para tomarselos cuando uno quiera.;No recibo bono;No tuve ajustes;2;Agosto;No;BASLABORO;Recursos humanos y calidad;Si, está permitido;No;0;500;3;No,  pero escucho ofertas;más días de vacaciones, horario flexible, trabajo remoto y servicios de internet pagos.;Gestión;dónde me veo de acá a 5 años.;Si;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
Femenino;No;40;No tengo ninguna discapacidad;Maestría completa;Contador Público;Universidad Privada;San Juan;Cuyo;468;Construcción;210;Multinacional;2;Responsable;Full time;Capacitación y desarrollo;9;12;12;12;100000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Comedor / Almuerzos;No recibo bono;2 ajustes;25;Septiembre;No;Meta4;Recursos Humanos;Si, está permitido;No;0;50;2;No,  pero escucho ofertas;Plan de carrera, capacitación y tiempo libre;Nexo;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;1;Entre 21 y 30
Masculino;No;22;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;469;Servicios profesionales;300;Multinacional;50;Administrativo;Full time;Payroll / Liquidación de sueldos;0;0;0;0;48200;Medicina prepaga / Plan de salud, Tarjeta de descuento, Gimnasio, Frutas y snacks, Idiomas;No recibo bono;1 solo;17;Abril;No;Microsoft Dynamics;Recursos Humanos;Si, está permitido;Si;0.6;250;5;No estoy buscando cambiar;asi estoy bien;personas;que soy yo;Si;Computadora / Laptop, y celular;5;0;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;470;Servicios de salud;1350;Nacional;7;Analista;Full time;Reclutamiento y selección;0;3;3;3;60900;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;No tuve ajustes;30;Octubre;Si, en emprendimiento no relacionado con RRHH;Meta4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 21 y 30
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;471;"Servicios públicos (agua;gas; electricidad)";608;Nacional;11;Analista;Full time;Capacitación y desarrollo;1;4;4;4;50000;Medicina prepaga / Plan de salud;Menos de un sueldo;2 ajustes;8;Octubre;Si, en proyectos ad honorem;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 1 y 10
Masculino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;472;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";210;Multinacional;2;Responsable;Full time;Payroll / Liquidación de sueldos;0;11;11;11;112000;Medicina prepaga / Plan de salud, Préstamos, Idiomas, Garage;No recibo bono;2 ajustes;36;Septiembre;No;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Más de 30
Masculino;No;42;No tengo ninguna discapacidad;Universitario en curso;Psicología;Universidad Pública;Santa Fe;Patagonia;473;Comercio;300;Nacional;4;Analista;Full time;Generalista;0;6;6;11;110000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Préstamos, Comedor / Almuerzos;Menos de un sueldo;1 solo;20;Septiembre;Si, en emprendimiento relacionado con RRHH;Tango;Capital Humano;Si, está permitido;No;NA;3674;3;Sí, activamente;Trabajar de Lunes a Viernes ya que trabajo todos los sábados y domingo por medio. Desarrollarme profesionalmente ya que la empresa en donde estoy no me lo permite porque es familiar.;Valor;No recuerdo;No;No estoy trabajando en home office;4;0;Entre 11 y 20
Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;474;Función pública;190;Nacional;3;Gerente;Full time;Generalista;6;0;0;8;110500;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Enero;No;Tango;Recursos Humanos;Si, está permitido;No;0;2400;1;Sí, activamente;Ambiente Laboral Positivo / Bono de Fin de año / Incrementos acorde al Desempeño y objetivos / Beneficios de movilidad y traslado / etc;Engagement;Si pensaba embarazarme o casarme pronto.;NA;NA;NA;1;Sin aumentos
Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;Lic. RRPP;Universidad Privada;Entre Ríos;NEA;475;IT;250;Multinacional;3;HRBP;Full time;Capacitación y desarrollo;0;5;3;3;85400;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Idiomas, Comedor / Almuerzos;No recibo bono;3 o más ajustes;9;Agosto;No;Oracle HCM;people development;Si, está permitido;Si;0.5;187;3;Sí, activamente;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;0;Entre 1 y 10
Masculino;Si;23;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;476;"Alimentación; bebidas; tabaco";1500;Nacional;5;Analista;Eventual;Generalista;0;0;0;2;30000;Medicina prepaga / Plan de salud, Frutas y snacks, Seguro de vida (adicionales a los de ley), Comedor / Almuerzos;No recibo bono;No tuve ajustes;10;Febrero;Si, en emprendimiento relacionado con RRHH;Meta4;Recursos Humanos;Si, está permitido;No;0;239;3;Sí, activamente;Prepaga, planes de desarrollo, formación, flexibilidad horaria y mayores días de vacaciones;oportunidades;NA;No;Computadora / Laptop;3;0;Entre 1 y 10
Femenino;No;21;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;477;IT;1500;Multinacional;100;Administrativo;Full time;Reclutamiento y selección;0;0;0;0;25000;Medicina prepaga / Plan de salud, Horarios flexibles, Préstamos, Idiomas, Home office;No recibo bono;No tuve ajustes;0;NA;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Sin aumentos
Femenino;No;25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;478;Servicios de consultoría;25;Nacional;1;Responsable;Full time;Administración de personal;0;3;1;3;82000;Horarios flexibles, Frutas y snacks;No recibo bono;1 solo;40;Septiembre;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Más de 30
Femenino;Prefiero no responder;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;479;Función pública;300;Nacional;3;Administrativo;Full time;Generalista;0;3;3;5;49766;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;20;Marzo;No;Meta4;Recursos Humanos;Si, está permitido;No;0;3;1;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1;0;Entre 11 y 20
Femenino;No;26;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;480;Otros;300;Nacional;1;Analista;Full time;Generalista;0;5;2;5;61000;Abono de celular;Menos de un sueldo;1 solo;10;Febrero;No;Tango;Recursos Humanos;No, está prohibido;No;0;384;3;No estoy buscando cambiar;Vacaciones extendidas y gimnasio;Medio;Me podrías contar brevemente de qué trata tu película favorita (Orgullo y prejuicio).;Si;No me enviaron ni reintegraron nada, La actividad de la organización es entretenimientos y dado que no tiene ingresos desde que fue declarada la pandemia y se maneja con reservas, se decidió, al menos por el momento, no hacer reintegros y tampoco destinar dinero a la asistencia de ese tipo de elementos cuando confirmamos que los trabajadores ya contaban con los mismos.;1;0;Entre 1 y 10
Masculino;Si;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;481;Hotelería, restauración, turismo;400;Nacional;5;Responsable;Full time;Payroll / Liquidación de sueldos;1;8;8;15;100000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks, Préstamos, Home office, Comedor / Almuerzos;Un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;RH Pro;Recursos Humanos;Si, está permitido;No;0;1000;4;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Femenino;No;28;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;482;IT;35;Multinacional;1;Responsable;Full time;Generalista;0;3;1;3;79000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;2 ajustes;30;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.2;500;4;No estoy buscando cambiar;NA;Empatía;NA;Si;Computadora / Laptop;3;1;Entre 21 y 30
Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;483;Servicios de salud;220;Nacional;3;Responsable;Full time;Relaciones laborales;0;3;1;8;80000;Préstamos, Comedor / Almuerzos;No recibo bono;3 o más ajustes;50;Septiembre;Si, en emprendimiento no relacionado con RRHH;Bejerman;Recursos Humanos;No, está prohibido;No;0;1300;4;No,  pero escucho ofertas;Días free, home office regular (post pandemia), descuentos varios;Interacción;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;1;Más de 30
Femenino;No;28;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Pública;Buenos Aires;Centro;484;"Servicios públicos (agua;gas; electricidad)";640;Nacional;12;Analista;Full time;Generalista;0;3;0;3;68700;Medicina prepaga / Plan de salud, Seguro de vida (adicionales a los de ley);Dos sueldos;No tuve ajustes;0;Enero;Si, en proyectos ad honorem;RH Pro;Recursos Humanos;Si, está permitido;No;0;530;4;No estoy buscando cambiar;Beneficios relacionados con la salud emocional;Servicio;NA;Si;Silla ergonómica;2;0;Sin aumentos
Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;485;Otros;6500;Nacional;60;Analista;Full time;People Analytics;0;3;1;8;69000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Home office;No recibo bono;1 solo;15;Agosto;No;SAP / SuccessFactors;Capital Humano;Si, está permitido;No;0;1100;3;No,  pero escucho ofertas;Pago de internet;Cambio;NA;Si;Computadora / Laptop;3;0;Entre 11 y 20
Masculino;No;35;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;486;Otros;600;Nacional;6;Analista;Full time;Administración de personal;0;4;7;13;72000;Medicina prepaga / Plan de salud, Combustible, Comedor / Almuerzos;No recibo bono;1 solo;5;Marzo;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;1500;2;Sí, activamente;Bono y homeoffice;austera;Cómo te ves de acá a 5 ó 10 años;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
